time,pelvis_tilt,pelvis_tilt_vel,pelvis_list,pelvis_list_vel,pelvis_rotation,pelvis_rotation_vel,pelvis_tx,pelvis_tx_vel,pelvis_ty,pelvis_ty_vel,pelvis_tz,pelvis_tz_vel,hip_flexion_r,hip_flexion_r_vel,hip_adduction_r,hip_adduction_r_vel,hip_rotation_r,hip_rotation_r_vel,knee_angle_r,knee_angle_r_vel,ankle_angle_r,ankle_angle_r_vel,hip_flexion_l,hip_flexion_l_vel,hip_adduction_l,hip_adduction_l_vel,hip_rotation_l,hip_rotation_l_vel,knee_angle_l,knee_angle_l_vel,ankle_angle_l,ankle_angle_l_vel,lumbar_extension,lumbar_extension_vel
2.592,-0.165,0.147,-0.003,-0.085,-0.072,-0.415,1.379,0.660,0.904,0.060,0.053,0.236,0.661,-1.199,0.057,0.454,0.000,0.000,-0.562,0.366,0.143,0.908,0.248,0.669,0.054,-0.294,0.000,0.000,-0.676,-3.128,0.468,-1.603,-0.087,0.000
2.600,-0.163,0.178,-0.004,-0.048,-0.075,-0.447,1.384,0.671,0.905,0.051,0.054,0.230,0.652,-0.920,0.060,0.412,0.000,0.000,-0.559,-0.243,0.151,0.857,0.253,0.786,0.051,-0.230,0.000,0.000,-0.701,-3.446,0.455,-2.382,-0.087,0.000
2.608,-0.162,0.069,-0.004,-0.012,-0.079,-0.226,1.389,0.617,0.905,0.041,0.056,0.213,0.644,-0.717,0.064,0.281,0.000,0.000,-0.561,-0.271,0.158,0.859,0.260,1.326,0.050,-0.181,0.000,0.000,-0.729,-3.895,0.436,-2.963,-0.087,0.000
2.617,-0.161,0.028,-0.004,-0.076,-0.081,-0.014,1.394,0.595,0.906,0.056,0.058,0.194,0.639,-0.951,0.066,0.255,0.000,0.000,-0.563,0.245,0.164,0.944,0.270,1.709,0.048,-0.238,0.000,0.000,-0.760,-4.335,0.413,-3.501,-0.087,0.000
2.625,-0.161,0.065,-0.005,-0.209,-0.081,-0.074,1.399,0.615,0.906,0.095,0.060,0.218,0.631,-1.289,0.068,0.438,0.000,0.000,-0.561,0.683,0.172,0.758,0.284,1.507,0.046,-0.388,0.000,0.000,-0.795,-4.127,0.385,-3.849,-0.087,0.000
2.633,-0.161,0.033,-0.006,-0.223,-0.081,-0.079,1.404,0.590,0.907,0.095,0.061,0.226,0.621,-1.137,0.071,0.457,0.000,0.000,-0.556,0.509,0.178,0.563,0.296,1.603,0.043,-0.420,0.000,0.000,-0.828,-4.095,0.354,-5.046,-0.087,0.000
2.642,-0.160,-0.038,-0.008,-0.155,-0.082,-0.134,1.409,0.553,0.908,0.065,0.063,0.214,0.612,-0.867,0.075,0.398,0.000,0.000,-0.552,0.262,0.183,0.824,0.309,2.058,0.040,-0.346,0.000,0.000,-0.861,-4.457,0.313,-5.153,-0.087,0.000
2.650,-0.161,-0.021,-0.009,-0.144,-0.083,-0.078,1.413,0.550,0.908,0.080,0.065,0.198,0.605,-1.079,0.078,0.345,0.000,0.000,-0.550,0.649,0.189,0.746,0.325,2.229,0.037,-0.316,0.000,0.000,-0.896,-4.532,0.272,-5.651,-0.087,0.000
2.658,-0.161,-0.035,-0.011,-0.184,-0.084,0.162,1.418,0.545,0.909,0.081,0.066,0.189,0.596,-1.141,0.081,0.303,0.000,0.000,-0.544,0.794,0.195,0.719,0.343,2.451,0.034,-0.391,0.000,0.000,-0.932,-4.705,0.227,-5.958,-0.087,0.000
2.667,-0.161,-0.046,-0.012,-0.198,-0.082,0.222,1.422,0.555,0.909,0.085,0.068,0.174,0.587,-1.145,0.083,0.261,0.000,0.000,-0.538,0.801,0.201,0.584,0.363,2.582,0.031,-0.431,0.000,0.000,-0.970,-4.697,0.179,-5.075,-0.087,0.000
2.675,-0.161,0.003,-0.014,-0.244,-0.081,0.154,1.426,0.565,0.910,0.087,0.069,0.181,0.578,-1.328,0.086,0.320,0.000,0.000,-0.532,1.045,0.206,0.573,0.383,2.606,0.028,-0.509,0.000,0.000,-1.008,-4.665,0.139,-3.531,-0.087,0.000
2.683,-0.161,-0.091,-0.016,-0.273,-0.079,0.183,1.431,0.510,0.911,0.041,0.071,0.190,0.567,-0.948,0.088,0.386,0.000,0.000,-0.523,0.694,0.210,0.597,0.404,2.981,0.024,-0.602,0.000,0.000,-1.045,-4.898,0.110,-1.947,-0.087,0.000
2.692,-0.162,0.247,-0.018,-0.189,-0.078,0.058,1.435,0.661,0.911,0.106,0.072,0.196,0.559,-1.571,0.091,0.329,0.000,0.000,-0.518,0.889,0.215,0.641,0.428,2.193,0.019,-0.476,0.000,0.000,-1.084,-4.385,0.095,0.022,-0.087,0.000
2.700,-0.160,0.104,-0.019,-0.331,-0.078,0.403,1.440,0.580,0.912,0.082,0.074,0.186,0.547,-1.381,0.094,0.402,0.000,0.000,-0.511,0.931,0.220,0.740,0.445,2.736,0.015,-0.690,0.000,0.000,-1.119,-4.715,0.095,0.899,-0.087,0.000
2.708,-0.159,-0.062,-0.022,-0.420,-0.074,0.368,1.445,0.490,0.913,0.057,0.075,0.203,0.536,-1.121,0.097,0.546,0.000,0.000,-0.503,0.999,0.226,0.510,0.467,3.271,0.010,-0.886,0.000,0.000,-1.157,-4.943,0.102,1.250,-0.087,0.000
2.717,-0.160,-0.050,-0.025,-0.488,-0.071,0.227,1.449,0.474,0.913,0.049,0.077,0.225,0.527,-1.130,0.101,0.692,0.000,0.000,-0.495,1.005,0.230,0.496,0.494,3.350,0.003,-1.088,0.000,0.000,-1.197,-4.893,0.112,1.058,-0.087,0.000
2.725,-0.160,-0.106,-0.029,-0.440,-0.070,0.180,1.453,0.459,0.913,0.050,0.079,0.220,0.518,-1.088,0.107,0.658,0.000,0.000,-0.487,1.091,0.234,0.371,0.520,3.372,-0.006,-1.085,0.000,0.000,-1.236,-4.672,0.121,1.131,-0.087,0.000
2.733,-0.161,-0.096,-0.033,-0.461,-0.068,0.080,1.456,0.451,0.914,0.055,0.080,0.226,0.509,-1.047,0.112,0.739,0.000,0.000,-0.478,1.071,0.237,0.046,0.547,3.427,-0.015,-1.165,0.000,0.000,-1.273,-4.667,0.130,1.629,-0.087,0.000
2.742,-0.162,-0.028,-0.036,-0.347,-0.067,0.164,1.460,0.465,0.914,0.075,0.082,0.194,0.501,-1.150,0.118,0.545,0.000,0.000,-0.470,1.073,0.237,0.217,0.575,3.466,-0.024,-0.994,0.000,0.000,-1.310,-4.567,0.143,1.038,-0.087,0.000
2.750,-0.162,0.022,-0.039,-0.495,-0.066,0.069,1.464,0.497,0.915,0.077,0.084,0.228,0.492,-1.071,0.122,0.759,0.000,0.000,-0.461,0.626,0.239,0.242,0.602,3.291,-0.032,-1.265,0.000,0.000,-1.347,-4.348,0.151,2.100,-0.087,0.000
2.758,-0.162,0.016,-0.043,-0.243,-0.066,0.104,1.468,0.493,0.915,0.087,0.086,0.170,0.483,-1.115,0.129,0.416,0.000,0.000,-0.456,0.871,0.241,0.310,0.629,3.358,-0.042,-0.819,0.000,0.000,-1.382,-4.043,0.168,1.079,-0.087,0.000
2.767,-0.162,0.095,-0.045,-0.364,-0.065,0.004,1.472,0.480,0.916,0.076,0.087,0.196,0.474,-1.105,0.132,0.624,0.000,0.000,-0.449,0.783,0.244,0.397,0.656,3.356,-0.049,-1.065,0.000,0.000,-1.414,-3.999,0.177,1.691,-0.087,0.000
2.775,-0.161,0.069,-0.048,-0.261,-0.065,-0.083,1.475,0.461,0.917,0.083,0.089,0.176,0.465,-0.961,0.137,0.487,0.000,0.000,-0.443,0.586,0.247,0.282,0.683,3.361,-0.057,-0.925,0.000,0.000,-1.446,-3.746,0.190,1.883,-0.087,0.000
2.783,-0.160,-0.170,-0.050,-0.196,-0.065,-0.356,1.479,0.400,0.917,0.052,0.090,0.185,0.458,-0.564,0.141,0.519,0.000,0.000,-0.438,0.392,0.249,0.075,0.709,3.621,-0.065,-0.887,0.000,0.000,-1.476,-3.513,0.205,1.941,-0.087,0.000
2.792,-0.162,0.094,-0.052,-0.187,-0.068,-0.080,1.482,0.512,0.918,0.114,0.091,0.150,0.453,-1.295,0.145,0.378,0.000,0.000,-0.435,1.061,0.250,0.157,0.738,3.117,-0.072,-0.729,0.000,0.000,-1.504,-3.031,0.221,1.660,-0.087,0.000
2.800,-0.161,0.090,-0.053,0.004,-0.069,0.025,1.486,0.464,0.919,0.098,0.093,0.086,0.443,-1.013,0.148,0.057,0.000,0.000,-0.427,0.651,0.251,0.112,0.763,3.268,-0.078,-0.325,0.000,0.000,-1.528,-2.874,0.234,0.983,-0.087,0.000
2.808,-0.160,0.089,-0.053,-0.197,-0.069,-0.294,1.490,0.439,0.920,0.078,0.093,0.146,0.435,-0.925,0.148,0.423,0.000,0.000,-0.421,0.476,0.252,-0.049,0.789,3.208,-0.080,-0.789,0.000,0.000,-1.551,-2.697,0.242,2.653,-0.087,0.000
2.817,-0.160,0.069,-0.055,-0.097,-0.071,-0.202,1.494,0.448,0.920,0.078,0.095,0.121,0.427,-0.982,0.152,0.270,0.000,0.000,-0.418,0.712,0.251,-0.030,0.815,3.265,-0.087,-0.614,0.000,0.000,-1.573,-2.449,0.263,1.566,-0.087,0.000
2.825,-0.159,0.001,-0.055,-0.019,-0.073,-0.252,1.497,0.451,0.921,0.072,0.095,0.101,0.419,-0.794,0.154,0.172,0.000,0.000,-0.412,0.509,0.251,-0.119,0.841,3.221,-0.091,-0.468,0.000,0.000,-1.593,-2.121,0.276,1.336,-0.087,0.000
2.833,-0.159,-0.031,-0.056,-0.040,-0.075,-0.290,1.501,0.438,0.921,0.068,0.096,0.115,0.413,-0.819,0.155,0.220,0.000,0.000,-0.408,0.607,0.250,0.019,0.867,3.255,-0.095,-0.532,0.000,0.000,-1.610,-1.866,0.286,0.541,-0.087,0.000
2.842,-0.159,0.016,-0.056,0.116,-0.077,-0.287,1.504,0.422,0.922,0.078,0.097,0.069,0.406,-0.836,0.157,-0.016,0.000,0.000,-0.403,0.555,0.250,0.135,0.893,3.150,-0.099,-0.229,0.000,0.000,-1.624,-1.572,0.291,0.536,-0.087,0.000
2.850,-0.159,0.086,-0.055,-0.040,-0.079,-0.397,1.508,0.439,0.923,0.065,0.098,0.101,0.400,-0.822,0.157,0.228,0.000,0.000,-0.399,0.301,0.251,0.193,0.918,2.992,-0.101,-0.572,0.000,0.000,-1.637,-1.399,0.295,1.432,-0.087,0.000
2.858,-0.159,0.127,-0.055,0.097,-0.082,-0.069,1.511,0.455,0.923,0.081,0.099,0.058,0.393,-0.971,0.159,-0.053,0.000,0.000,-0.396,0.561,0.253,0.126,0.942,2.869,-0.106,-0.147,0.000,0.000,-1.648,-0.961,0.306,0.837,-0.087,0.000
2.867,-0.158,0.202,-0.055,-0.003,-0.083,-0.110,1.515,0.464,0.924,0.079,0.099,0.076,0.385,-1.124,0.158,0.056,0.000,0.000,-0.392,0.661,0.254,0.057,0.965,2.676,-0.107,-0.389,0.000,0.000,-1.656,-0.635,0.313,1.713,-0.087,0.000
2.875,-0.156,0.016,-0.055,0.082,-0.084,-0.268,1.519,0.406,0.924,0.049,0.100,0.056,0.376,-0.596,0.159,-0.018,0.000,0.000,-0.386,0.110,0.254,0.312,0.987,2.948,-0.110,-0.355,0.000,0.000,-1.661,-0.278,0.327,0.806,-0.087,0.000
2.883,-0.156,-0.032,-0.054,0.076,-0.086,-0.276,1.522,0.409,0.925,0.043,0.100,0.056,0.372,-0.553,0.159,-0.001,0.000,0.000,-0.386,0.053,0.257,0.519,1.010,2.857,-0.113,-0.374,0.000,0.000,-1.663,-0.030,0.333,1.183,-0.087,0.000
2.892,-0.156,-0.010,-0.053,0.122,-0.088,-0.220,1.525,0.403,0.925,0.045,0.101,0.046,0.367,-0.710,0.159,-0.081,0.000,0.000,-0.385,0.392,0.261,0.211,1.033,2.728,-0.116,-0.221,0.000,0.000,-1.663,0.129,0.343,0.414,-0.087,0.000
2.900,-0.156,-0.040,-0.052,0.106,-0.090,-0.281,1.528,0.391,0.925,0.043,0.101,0.053,0.361,-0.659,0.158,-0.040,0.000,0.000,-0.382,0.421,0.263,0.193,1.055,2.584,-0.118,-0.283,0.000,0.000,-1.662,0.499,0.346,0.346,-0.087,0.000
2.908,-0.156,-0.064,-0.051,-0.004,-0.092,-0.298,1.531,0.406,0.926,0.036,0.101,0.063,0.356,-0.712,0.158,0.086,0.000,0.000,-0.379,0.555,0.264,0.095,1.075,2.538,-0.120,-0.447,0.000,0.000,-1.658,0.752,0.349,0.398,-0.087,0.000
2.917,-0.157,-0.125,-0.051,0.070,-0.095,-0.202,1.535,0.397,0.926,0.040,0.102,0.037,0.351,-0.530,0.158,-0.031,0.000,0.000,-0.374,0.368,0.265,0.127,1.096,2.414,-0.124,-0.241,0.000,0.000,-1.652,1.240,0.352,0.435,-0.087,0.000
2.925,-0.158,-0.088,-0.051,0.057,-0.096,-0.206,1.538,0.406,0.926,0.036,0.102,0.025,0.346,-0.532,0.158,-0.038,0.000,0.000,-0.371,0.225,0.266,0.215,1.115,2.204,-0.126,-0.209,0.000,0.000,-1.642,1.473,0.355,0.382,-0.087,0.000
2.933,-0.159,0.005,-0.050,0.059,-0.098,-0.190,1.541,0.434,0.927,0.034,0.102,0.018,0.342,-0.626,0.158,-0.064,0.000,0.000,-0.369,0.110,0.268,0.291,1.133,1.900,-0.127,-0.140,0.000,0.000,-1.631,1.669,0.358,0.268,-0.087,0.000
2.942,-0.159,0.111,-0.050,0.086,-0.099,-0.177,1.545,0.470,0.927,0.034,0.102,0.023,0.337,-0.625,0.157,-0.096,0.000,0.000,-0.369,-0.132,0.270,0.250,1.148,1.550,-0.128,-0.111,0.000,0.000,-1.617,1.897,0.361,0.109,-0.087,0.000
2.950,-0.158,-0.072,-0.049,0.209,-0.101,-0.106,1.548,0.425,0.927,0.003,0.103,-0.013,0.332,-0.268,0.156,-0.247,0.000,0.000,-0.370,-0.319,0.272,0.828,1.160,1.722,-0.129,0.171,0.000,0.000,-1.602,2.091,0.361,0.059,-0.087,0.000
2.958,-0.158,0.074,-0.048,-0.033,-0.102,-0.161,1.552,0.417,0.927,0.038,0.103,0.029,0.330,-0.571,0.155,0.051,0.000,0.000,-0.372,-0.176,0.279,0.173,1.174,1.379,-0.128,-0.218,0.000,0.000,-1.585,2.426,0.362,-0.007,-0.087,0.000
2.967,-0.158,-0.278,-0.048,0.151,-0.103,-0.087,1.555,0.371,0.928,-0.011,0.103,-0.013,0.325,-0.096,0.155,-0.180,0.000,0.000,-0.374,-0.170,0.280,0.411,1.185,1.689,-0.130,0.132,0.000,0.000,-1.566,2.635,0.362,-0.473,-0.087,0.000
2.975,-0.160,-0.107,-0.047,0.008,-0.104,-0.059,1.558,0.440,0.927,-0.009,0.103,0.014,0.325,-0.465,0.153,-0.015,0.000,0.000,-0.375,0.095,0.283,0.420,1.199,1.283,-0.129,-0.044,0.000,0.000,-1.545,2.653,0.358,-0.110,-0.087,0.000
2.983,-0.161,0.058,-0.047,-0.074,-0.104,-0.132,1.562,0.438,0.927,0.004,0.103,0.030,0.321,-0.528,0.153,0.095,0.000,0.000,-0.374,-0.140,0.287,0.285,1.209,0.934,-0.129,-0.162,0.000,0.000,-1.524,2.774,0.357,-0.052,-0.087,0.000
2.992,-0.160,-0.099,-0.047,0.243,-0.105,0.007,1.565,0.400,0.927,-0.007,0.103,-0.052,0.317,-0.251,0.154,-0.358,0.000,0.000,-0.375,-0.190,0.289,0.699,1.216,0.928,-0.130,0.440,0.000,0.000,-1.502,3.073,0.357,-0.236,-0.087,0.000
3.000,-0.161,-0.028,-0.045,-0.075,-0.105,-0.146,1.568,0.444,0.927,-0.014,0.103,0.031,0.315,-0.437,0.151,0.103,0.000,0.000,-0.377,-0.183,0.295,0.314,1.224,0.735,-0.127,-0.261,0.000,0.000,-1.477,2.922,0.355,-0.117,-0.087,0.000
3.008,-0.161,-0.098,-0.046,0.242,-0.106,0.060,1.572,0.433,0.927,-0.011,0.103,-0.082,0.311,-0.240,0.152,-0.430,0.000,0.000,-0.378,-0.298,0.297,0.597,1.230,0.534,-0.129,0.499,0.000,0.000,-1.454,3.114,0.354,-0.708,-0.087,0.000
3.017,-0.162,-0.050,-0.044,0.073,-0.106,0.001,1.575,0.453,0.927,-0.007,0.102,-0.036,0.309,-0.371,0.149,-0.174,0.000,0.000,-0.381,-0.256,0.302,0.459,1.234,0.433,-0.125,0.228,0.000,0.000,-1.429,3.044,0.348,-0.735,-0.087,0.000
3.025,-0.163,-0.034,-0.043,0.024,-0.106,0.076,1.579,0.472,0.927,-0.013,0.102,-0.023,0.306,-0.552,0.147,-0.106,0.000,0.000,-0.383,-0.001,0.306,0.498,1.237,0.290,-0.123,0.236,0.000,0.000,-1.404,3.003,0.342,-0.818,-0.087,0.000
3.033,-0.163,0.014,-0.043,0.009,-0.105,0.049,1.583,0.461,0.927,-0.028,0.102,-0.023,0.302,-0.538,0.146,-0.100,0.000,0.000,-0.383,-0.086,0.310,0.579,1.240,0.148,-0.121,0.225,0.000,0.000,-1.380,2.951,0.336,-0.725,-0.087,0.000
3.042,-0.163,0.037,-0.043,0.022,-0.105,-0.065,1.586,0.475,0.927,-0.023,0.102,-0.031,0.297,-0.655,0.146,-0.116,0.000,0.000,-0.383,0.068,0.314,0.543,1.241,0.046,-0.119,0.162,0.000,0.000,-1.357,2.771,0.330,-0.837,-0.087,0.000
3.050,-0.162,0.074,-0.043,0.052,-0.105,0.002,1.590,0.521,0.927,-0.010,0.101,-0.043,0.292,-0.824,0.145,-0.170,0.000,0.000,-0.383,0.204,0.319,0.456,1.241,-0.173,-0.118,0.241,0.000,0.000,-1.335,2.523,0.323,-1.026,-0.087,0.000
3.058,-0.162,0.063,-0.043,0.108,-0.105,-0.061,1.594,0.500,0.927,-0.030,0.101,-0.047,0.286,-0.434,0.143,-0.225,0.000,0.000,-0.381,-0.533,0.322,0.493,1.240,-0.237,-0.116,0.249,0.000,0.000,-1.314,2.408,0.315,-0.817,-0.087,0.000
3.067,-0.161,-0.122,-0.042,0.070,-0.106,-0.098,1.598,0.441,0.926,-0.061,0.101,-0.049,0.282,0.097,0.142,-0.143,0.000,0.000,-0.386,-1.034,0.326,0.754,1.238,0.030,-0.114,0.169,0.000,0.000,-1.295,2.239,0.309,-1.410,-0.087,0.000
3.075,-0.162,-0.021,-0.041,0.052,-0.107,-0.101,1.602,0.484,0.926,-0.038,0.100,-0.053,0.283,-0.268,0.140,-0.149,0.000,0.000,-0.394,-0.632,0.332,0.688,1.238,-0.192,-0.113,0.166,0.000,0.000,-1.277,1.980,0.297,-1.652,-0.087,0.000
3.083,-0.162,0.101,-0.041,-0.015,-0.107,-0.041,1.606,0.550,0.926,-0.027,0.100,-0.036,0.281,-0.798,0.139,-0.083,0.000,0.000,-0.399,0.025,0.338,0.502,1.237,-0.416,-0.111,0.119,0.000,0.000,-1.261,1.664,0.284,-1.660,-0.087,0.000
3.092,-0.162,0.129,-0.041,-0.023,-0.108,0.067,1.610,0.560,0.925,-0.031,0.099,-0.040,0.274,-0.895,0.139,-0.094,0.000,0.000,-0.399,0.194,0.342,0.358,1.233,-0.551,-0.110,0.211,0.000,0.000,-1.248,1.598,0.271,-1.553,-0.087,0.000
3.100,-0.161,-0.026,-0.041,0.027,-0.107,-0.100,1.615,0.527,0.925,-0.059,0.099,-0.050,0.267,-0.433,0.138,-0.132,0.000,0.000,-0.397,-0.336,0.345,0.643,1.229,-0.411,-0.109,0.124,0.000,0.000,-1.235,1.449,0.258,-1.386,-0.087,0.000
3.108,-0.161,0.011,-0.041,0.001,-0.108,-0.135,1.619,0.540,0.925,-0.053,0.099,-0.035,0.264,-0.464,0.137,-0.083,0.000,0.000,-0.400,-0.466,0.350,0.759,1.226,-0.443,-0.108,0.004,0.000,0.000,-1.224,1.184,0.247,-1.221,-0.087,0.000
3.117,-0.161,0.028,-0.041,-0.137,-0.109,-0.067,1.623,0.545,0.924,-0.045,0.098,-0.015,0.260,-0.572,0.136,0.094,0.000,0.000,-0.404,-0.314,0.356,0.235,1.222,-0.520,-0.108,-0.071,0.000,0.000,-1.214,1.012,0.238,-0.368,-0.087,0.000
3.125,-0.160,0.149,-0.042,0.070,-0.110,0.159,1.628,0.576,0.924,-0.022,0.098,-0.086,0.256,-1.020,0.137,-0.283,0.000,0.000,-0.406,0.315,0.358,0.758,1.218,-0.719,-0.108,0.464,0.000,0.000,-1.206,0.726,0.235,-1.297,-0.087,0.000
3.133,-0.159,0.064,-0.041,-0.017,-0.108,-0.045,1.632,0.559,0.924,-0.037,0.098,-0.051,0.247,-0.766,0.135,-0.115,0.000,0.000,-0.404,-0.019,0.364,0.393,1.212,-0.671,-0.105,0.145,0.000,0.000,-1.200,0.504,0.224,-0.687,-0.087,0.000
3.142,-0.159,-0.029,-0.041,-0.157,-0.109,0.011,1.637,0.565,0.923,-0.055,0.097,-0.031,0.241,-0.575,0.134,0.073,0.000,0.000,-0.404,-0.275,0.367,0.214,1.207,-0.575,-0.103,-0.012,0.000,0.000,-1.196,0.344,0.219,-0.337,-0.087,0.000
3.150,-0.159,0.114,-0.043,-0.086,-0.109,0.229,1.641,0.607,0.923,-0.039,0.097,-0.075,0.237,-0.992,0.134,-0.100,0.000,0.000,-0.406,0.212,0.369,0.855,1.202,-0.704,-0.103,0.271,0.000,0.000,-1.193,0.207,0.216,-1.150,-0.087,0.000
3.158,-0.158,-0.003,-0.043,-0.129,-0.107,-0.063,1.646,0.571,0.923,-0.041,0.096,-0.046,0.229,-0.505,0.133,0.029,0.000,0.000,-0.404,-0.437,0.375,0.149,1.197,-0.676,-0.101,-0.033,0.000,0.000,-1.192,0.329,0.207,-0.308,-0.087,0.000
3.167,-0.158,-0.034,-0.044,0.005,-0.107,-0.014,1.651,0.562,0.922,-0.042,0.096,-0.088,0.225,-0.668,0.134,-0.196,0.000,0.000,-0.408,0.027,0.377,0.655,1.191,-0.653,-0.102,0.196,0.000,0.000,-1.189,0.212,0.204,-1.234,-0.087,0.000
3.175,-0.158,-0.040,-0.044,-0.162,-0.107,0.020,1.655,0.581,0.922,-0.041,0.095,-0.051,0.219,-0.996,0.132,0.048,0.000,0.000,-0.407,0.622,0.382,0.123,1.186,-0.738,-0.100,-0.055,0.000,0.000,-1.187,-0.041,0.195,0.035,-0.087,0.000
3.183,-0.159,-0.065,-0.046,-0.225,-0.107,0.045,1.660,0.599,0.922,-0.040,0.095,-0.043,0.211,-0.931,0.132,0.146,0.000,0.000,-0.402,0.468,0.383,0.098,1.180,-0.744,-0.100,-0.087,0.000,0.000,-1.188,-0.091,0.195,1.625,-0.087,0.000
3.192,-0.159,-0.025,-0.047,-0.238,-0.107,0.145,1.665,0.600,0.921,-0.035,0.095,-0.047,0.204,-0.767,0.134,0.147,0.000,0.000,-0.399,0.094,0.384,0.132,1.174,-0.743,-0.101,-0.027,0.000,0.000,-1.189,-0.270,0.208,1.947,-0.087,0.000
3.200,-0.159,-0.040,-0.049,-0.293,-0.106,0.227,1.669,0.625,0.921,-0.032,0.094,-0.050,0.198,-0.973,0.135,0.191,0.000,0.000,-0.398,0.459,0.385,0.085,1.168,-0.535,-0.101,-0.022,0.000,0.000,-1.191,-0.696,0.223,1.375,-0.087,0.000
3.208,-0.160,-0.306,-0.052,-0.147,-0.104,0.110,1.674,0.567,0.921,-0.049,0.094,-0.095,0.190,-0.315,0.136,0.009,0.000,0.000,-0.394,-0.157,0.385,-0.072,1.164,0.032,-0.102,0.156,0.000,0.000,-1.196,-0.914,0.234,0.214,-0.087,0.000
3.217,-0.162,-0.240,-0.053,-0.251,-0.103,-0.042,1.679,0.556,0.920,-0.048,0.093,-0.074,0.187,-0.107,0.136,0.160,0.000,0.000,-0.396,-0.687,0.385,0.035,1.164,0.083,-0.100,-0.036,0.000,0.000,-1.204,-1.050,0.236,2.131,-0.087,0.000
3.225,-0.164,-0.264,-0.055,-0.277,-0.103,0.038,1.683,0.574,0.920,-0.010,0.092,-0.063,0.187,-0.853,0.138,0.148,0.000,0.000,-0.401,0.853,0.385,-0.341,1.165,0.228,-0.101,-0.102,0.000,0.000,-1.212,-1.169,0.253,1.009,-0.087,0.000
3.233,-0.166,-0.287,-0.057,-0.146,-0.103,0.140,1.688,0.570,0.920,-0.002,0.092,-0.119,0.180,-0.501,0.139,-0.044,0.000,0.000,-0.394,0.196,0.382,-0.351,1.167,0.283,-0.101,0.122,0.000,0.000,-1.221,-1.172,0.261,0.347,-0.087,0.000
3.242,-0.169,-0.244,-0.058,-0.080,-0.102,0.115,1.692,0.556,0.920,0.016,0.091,-0.134,0.176,-0.278,0.139,-0.122,0.000,0.000,-0.393,-0.284,0.380,-0.256,1.169,0.145,-0.100,0.173,0.000,0.000,-1.231,-0.899,0.264,0.034,-0.087,0.000
3.250,-0.170,-0.438,-0.059,-0.118,-0.101,-0.027,1.697,0.501,0.920,0.000,0.090,-0.104,0.174,0.197,0.138,0.026,0.000,0.000,-0.395,-0.726,0.377,-0.643,1.170,0.289,-0.099,-0.007,0.000,0.000,-1.238,-0.607,0.264,0.177,-0.087,0.000
3.258,-0.174,-0.401,-0.060,-0.068,-0.101,0.071,1.701,0.524,0.920,0.004,0.089,-0.125,0.175,-0.140,0.138,-0.075,0.000,0.000,-0.401,-0.100,0.372,-0.156,1.172,0.081,-0.099,0.119,0.000,0.000,-1.243,-0.493,0.266,0.137,-0.087,0.000
3.267,-0.177,-0.332,-0.060,-0.176,-0.101,0.280,1.705,0.576,0.920,0.043,0.088,-0.132,0.174,-0.548,0.137,0.035,0.000,0.000,-0.402,0.484,0.371,-1.120,1.173,-0.220,-0.098,0.150,0.000,0.000,-1.247,-0.294,0.267,1.149,-0.087,0.000
3.275,-0.180,-0.286,-0.062,-0.156,-0.098,0.261,1.710,0.611,0.920,0.065,0.087,-0.141,0.170,-0.684,0.137,-0.014,0.000,0.000,-0.398,0.582,0.362,-0.939,1.171,-0.392,-0.097,0.217,0.000,0.000,-1.249,-0.276,0.276,0.952,-0.087,0.000
3.283,-0.182,-0.354,-0.063,-0.151,-0.096,0.068,1.715,0.591,0.921,0.051,0.086,-0.135,0.164,-0.230,0.137,-0.007,0.000,0.000,-0.393,-0.120,0.355,-0.486,1.168,-0.279,-0.095,0.151,0.000,0.000,-1.251,-0.483,0.284,0.467,-0.087,0.000
3.292,-0.185,-0.264,-0.064,-0.262,-0.096,0.091,1.719,0.614,0.921,0.094,0.085,-0.133,0.162,-0.472,0.137,0.125,0.000,0.000,-0.394,0.137,0.351,-1.328,1.166,-0.588,-0.094,0.090,0.000,0.000,-1.255,-0.266,0.287,2.299,-0.087,0.000
3.300,-0.187,-0.237,-0.066,-0.284,-0.095,0.202,1.724,0.603,0.922,0.119,0.084,-0.139,0.159,-0.601,0.138,0.160,0.000,0.000,-0.393,0.410,0.340,-1.224,1.161,-0.582,-0.093,0.158,0.000,0.000,-1.257,-0.218,0.306,1.664,-0.087,0.000
3.308,-0.189,-0.288,-0.069,-0.250,-0.093,0.198,1.729,0.610,0.923,0.146,0.083,-0.142,0.154,-0.584,0.140,0.120,0.000,0.000,-0.390,0.574,0.330,-1.718,1.157,-0.624,-0.092,0.167,0.000,0.000,-1.259,-0.152,0.319,1.386,-0.087,0.000
3.317,-0.191,-0.278,-0.071,-0.233,-0.092,0.256,1.734,0.617,0.924,0.160,0.082,-0.154,0.149,-0.445,0.140,0.076,0.000,0.000,-0.385,0.187,0.317,-1.763,1.152,-0.660,-0.091,0.202,0.000,0.000,-1.260,-0.116,0.330,0.928,-0.087,0.000
3.325,-0.194,-0.310,-0.073,-0.292,-0.090,0.077,1.739,0.630,0.925,0.187,0.080,-0.120,0.145,-0.532,0.141,0.150,0.000,0.000,-0.384,0.344,0.302,-1.647,1.146,-0.666,-0.089,-0.069,0.000,0.000,-1.261,-0.018,0.338,0.808,-0.087,0.000
